"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-3P-A9WA","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994","TCGA-59-A5PD","TCGA-5X-AA5U","TCGA-OY-A56P","TCGA-OY-A56Q","TCGA-WR-A838"
"95thPercentile_NH_F10","num","Nuclear","Nuclear",0.11546182,0.2293132,0.23389465,0.20211053,-0.08621027,-0.0990331,0.11681427,0.08572002,0.1612432,0.2184568,0.0695588,0.53602176,0.3682148,0.29996608,0.06982481,0.35003639,0.34891149,0.46535568,0.5449394,0.35756358,0.03738272,0.22978182,0.18619134,0.06145523,0.09389599,0.31631218,0.38490325,0.20235961,-0.15935176,0.42978052,0.17387795,-0.03266769,0.04192031,0.21388353,0.11141514,0.05350941,0.0611793,-0.15569505,-0.21646857,-0.03353577,0.02536268,0.0858366,-0.1863192,0.0776064,0.01643539,-0.08099842,-0.02071502,-0.01870673,0.08737187,-0.08389698,0.25290809,0.59803082,0.46174188,0.44430235,0.45697445,0.16050809,0.10901611,-0.14855452,-0.04478,0.11954802,0.14369325,0.40465662,0.20368018,0.54942074,0.06598266,0.1955547,-0.12834962,0.50240942,0.48568466,0.26602,0.41349111,0.1724116,0.31352901,0.29623062,0.4644298,0.63586664,0.04280255,0.21988951,0.37469415,0.42653425,0.42157273,0.27428986,0.38013405,0.49534229,0.60964831,0.18440568,0.01121428,-0.09061753,0.12207636,-0.12012321,0.10165949,0.40030449,0.15965621,0.04350437,0.1821923,-0.13381978,0.31589851
"99thPercentile_NH_F10","num","Nuclear","Nuclear",0.47931359,0.59899368,0.59944255,0.47165643,0.1849247,0.22669426,0.41909234,0.4907295,0.42006689,0.53778094,0.44501286,0.81497518,0.6597738,0.72281486,0.38191088,0.64693623,0.69410675,0.85245443,0.88548301,0.66938752,0.31275938,0.55665114,0.51511451,0.41152062,0.50192546,0.56214428,0.74926379,0.53086902,0.05915674,0.73032683,0.55334567,0.33780353,0.43214715,0.54018659,0.49117872,0.39690008,0.35241879,0.18844692,0.02272797,0.23785191,0.3519528,0.270338,0.01573681,0.38405604,0.30299363,0.13790014,0.2749324,0.21316723,0.34753601,0.26977545,0.50667619,0.86246952,0.77719931,0.7210151,0.71474133,0.5352948,0.41901248,0.21394346,0.22623665,0.38077786,0.41437118,0.75572044,0.48284312,0.83670035,0.38788367,0.57123908,0.26676406,0.84820976,0.83682207,0.58801389,0.77557071,0.4480919,0.57480542,0.64243714,0.78791624,0.88099907,0.33325912,0.48172569,0.68860486,0.72883645,0.76309824,0.62955529,0.69938129,0.89025917,0.90815233,0.40987348,0.2382709,0.26308285,0.33877537,0.11910218,0.3141696,0.6991251,0.41114066,0.32480255,0.51794942,0.16571159,0.55127346
"maximum_NH_F10","num","Nuclear","Nuclear",1.3773331,2.1013503,1.3598762,1.148307,0.9914409,1.5672199,1.2839661,1.5592483,1.4337844,1.2953156,1.5656366,1.6995889,1.7604725,1.6625993,1.7083239,1.6036763,1.5599797,1.8421449,1.0757284,1.4713938,1.5014818,0.8516814,1.275507,1.4352989,1.3535982,1.506664,1.9975868,1.9096592,0.7077436,1.4911053,1.4485939,1.6438284,1.4007919,1.3441557,1.6185984,1.2918592,0.9755038,0.8219101,0.7154345,1.6503992,1.6540035,1.5935975,0.6159922,1.1120471,1.0029202,0.7674586,0.936394,0.7716677,0.9796319,1.3400845,0.9723639,1.7789994,1.6545176,1.4514292,1.6964365,1.485534,1.196269,1.0277895,1.0819428,0.9594143,1.2677433,1.5830726,1.5068786,1.8621786,1.6269804,1.7331639,1.2045513,1.5257654,1.6373531,1.3715859,1.45163,1.1597035,1.4093544,1.3322119,1.5797913,1.5263765,1.2639489,1.1022266,1.7378937,1.662982,1.67684,1.42317,1.5189391,1.5631716,1.8697392,1.1121396,0.7541009,1.3720173,0.8401751,0.7022558,0.8403984,1.6599737,1.1747833,1.3064497,1.2918613,1.5275105,1.7384253
"entropy_NH_F10","num","Nuclear","Nuclear",5.345745,5.576509,5.496488,5.33255,5.39163,5.293716,5.25794,5.183936,5.554529,5.296527,5.45011,5.615288,5.408935,5.303287,5.494449,5.292041,5.22825,5.446843,3.155958,5.38869,5.510393,4.205014,5.452636,5.563972,5.267248,5.470316,5.226254,5.541747,5.491334,5.308385,5.319655,5.492824,5.240509,5.252787,5.294686,5.259597,5.174727,4.127939,5.087343,5.248264,5.548393,5.258746,4.407799,5.017319,5.161126,4.972155,4.882734,4.949545,5.116859,4.732755,4.546492,5.44341,4.871852,5.337556,5.265069,5.169317,4.818183,3.884895,5.445758,4.926976,5.192953,4.969068,5.291004,5.334021,5.08296,5.174136,5.261597,5.181799,4.737944,5.260852,5.214486,5.082654,5.157607,5.29165,5.141297,4.817046,5.030367,5.380987,5.455446,5.325245,5.274195,5.538455,5.401318,5.375357,5.458807,5.230612,5.038005,4.982899,4.992445,5.343326,4.799559,5.282774,5.386045,5.332234,5.116898,5.457033,5.376546
"minimum_NH_F11","num","Nuclear","Nuclear",-1.548142,-1.619196,-1.5826,-1.670251,-1.604152,-1.518156,-1.493908,-1.562086,-1.538462,-1.559638,-1.69965,-1.510378,-1.666662,-1.492564,-1.467458,-1.518034,-1.596727,-1.730783,-1.416411,-1.541015,-1.589291,-1.34414,-1.72142,-1.580011,-1.587194,-1.493966,-1.589341,-1.629661,-1.56533,-1.51008,-1.546579,-1.657395,-1.516531,-1.63936,-1.668914,-1.580313,-1.575462,-1.234127,-1.458478,-1.639693,-1.594273,-1.441519,-1.343689,-1.468161,-1.625791,-1.425746,-1.52765,-1.586768,-1.521667,-1.400095,-1.458015,-1.621117,-1.532272,-1.623921,-1.625073,-1.521126,-1.503455,-1.431361,-1.530797,-1.461037,-1.54212,-1.467441,-1.664489,-1.598519,-1.562655,-1.704406,-1.533772,-1.61102,-1.583968,-1.580581,-1.595808,-1.587335,-1.683065,-1.485568,-1.573155,-1.591197,-1.545215,-1.562795,-1.609955,-1.561583,-1.518247,-1.556298,-1.586137,-1.671498,-1.522611,-1.470775,-1.516694,-1.428007,-1.366274,-1.391301,-1.33064,-1.482427,-1.641566,-1.478626,-1.465998,-1.43087,-1.543852
"1thPercentile_NH_F11","num","Nuclear","Nuclear",-1.259518,-1.219888,-1.19171,-1.259965,-1.135251,-1.096951,-1.156872,-1.278469,-1.221207,-1.165289,-1.307408,-1.160202,-1.2099,-1.242642,-1.185727,-1.261847,-1.286535,-1.293136,-1.327512,-1.266606,-1.250503,-1.201832,-1.304318,-1.244364,-1.198907,-1.305891,-1.11128,-1.198745,-1.159755,-1.244023,-1.21078,-1.24237,-1.177163,-1.247958,-1.21798,-1.215315,-1.198596,-1.108573,-1.147836,-1.248033,-1.313801,-1.198347,-1.191274,-1.167626,-1.200339,-1.165982,-1.264035,-1.205332,-1.162622,-1.218854,-1.320497,-1.282151,-1.303926,-1.314146,-1.254019,-1.237057,-1.274542,-1.26482,-1.197193,-1.195458,-1.186041,-1.308956,-1.23883,-1.284306,-1.242419,-1.295706,-1.23223,-1.267768,-1.347107,-1.265963,-1.330992,-1.294875,-1.296351,-1.19341,-1.347253,-1.318254,-1.319593,-1.344741,-1.253426,-1.228916,-1.201771,-1.31986,-1.26256,-1.262667,-1.168618,-1.08798,-1.193528,-1.165995,-1.135666,-1.056997,-1.06562,-1.191411,-1.343077,-1.188779,-1.055666,-1.053769,-1.093204
"5thPercentile_NH_F11","num","Nuclear","Nuclear",-1.1426707,-1.1018365,-1.0616576,-1.1305697,-0.9603313,-0.9114097,-1.0294609,-1.1374761,-1.1085848,-1.0285719,-1.2013016,-1.0376886,-1.0750291,-1.132758,-1.0487944,-1.1347209,-1.1580205,-1.1659004,-1.1994462,-1.1410424,-1.1260636,-1.0132932,-1.1767905,-1.1259462,-1.0183541,-1.2042134,-0.9336763,-1.0556273,-1.0143019,-1.1023,-1.0439888,-1.1129824,-1.0313184,-1.1178957,-1.0820441,-1.0664591,-1.0198351,-1.0015821,-1.016777,-1.1200618,-1.1958417,-1.0853345,-1.0693827,-0.9925094,-1.0696409,-1.0292507,-1.1199541,-1.0550446,-1.0337942,-1.063123,-1.1953457,-1.1451101,-1.1420449,-1.2137106,-1.1059583,-1.1042044,-1.1492632,-1.1246774,-1.0753391,-1.0717372,-1.0479584,-1.193096,-1.1047523,-1.1622679,-1.0984162,-1.1717559,-1.0571113,-1.1228213,-1.2419412,-1.1414771,-1.2194118,-1.184704,-1.186648,-1.0512479,-1.2340705,-1.1837435,-1.204555,-1.2430908,-1.0934733,-1.0696082,-1.0398374,-1.1946412,-1.1290302,-1.109835,-0.9995402,-0.9273338,-1.0593091,-1.0159831,-0.9954232,-0.8795598,-0.8956504,-1.0329749,-1.2418898,-1.0375685,-0.8929421,-0.9138762,-0.9272322
"10thPercentile_NH_F11","num","Nuclear","Nuclear",-1.0649519,-1.0335965,-0.9868773,-1.058012,-0.8544272,-0.793108,-0.9560481,-1.0522544,-1.0451864,-0.9439017,-1.1370366,-0.9634807,-1.0027987,-1.0706349,-0.9676385,-1.0588719,-1.0851159,-1.098493,-1.1033226,-1.0656345,-1.0559381,-0.912035,-1.1037463,-1.0534969,-0.9077233,-1.1392626,-0.8308234,-0.9787887,-0.9212383,-1.0172798,-0.9529294,-1.0327336,-0.9276521,-1.0421629,-1.00765,-0.985302,-0.9184977,-0.9163248,-0.937574,-1.044899,-1.1273562,-1.0244565,-0.988839,-0.8880429,-0.985858,-0.9590261,-1.0380301,-0.9713876,-0.9609756,-0.9802931,-1.1416808,-1.0619409,-1.061493,-1.1546028,-1.0187017,-1.040403,-1.0728059,-1.0444451,-1.0000621,-0.9932662,-0.9716371,-1.1218349,-1.0276156,-1.0911821,-1.0196876,-1.0963416,-0.9577583,-1.0377654,-1.1784089,-1.0697123,-1.1479092,-1.1158766,-1.1264639,-0.9671988,-1.1654534,-1.1116689,-1.1410093,-1.186662,-0.9955609,-0.9672428,-0.940274,-1.1211757,-1.052646,-1.0209535,-0.8926164,-0.8299193,-0.97324,-0.9203406,-0.9164418,-0.7740282,-0.8028196,-0.9366553,-1.1827627,-0.9410237,-0.8021278,-0.8301639,-0.8399691
"25thPercentile_NH_F11","num","Nuclear","Nuclear",-0.9136039,-0.899873,-0.8366221,-0.9114839,-0.6371119,-0.5522787,-0.8113802,-0.8916105,-0.9232849,-0.7887606,-1.0114265,-0.8294169,-0.8694501,-0.9495761,-0.8101805,-0.9206195,-0.9439524,-0.9677433,-0.9437953,-0.9339255,-0.9056145,-0.7469631,-0.9668704,-0.9160947,-0.6799241,-1.0126685,-0.6284881,-0.8303048,-0.7351857,-0.8739653,-0.7603436,-0.8731672,-0.7412058,-0.8911767,-0.8644257,-0.8265464,-0.7132356,-0.7534943,-0.7934492,-0.9006825,-0.9891274,-0.908808,-0.7900536,-0.6744323,-0.8313058,-0.8187791,-0.8871879,-0.8181017,-0.8131677,-0.8061045,-1.0108964,-0.9077115,-0.8868633,-1.0387878,-0.866095,-0.9201469,-0.9130744,-0.8507011,-0.8566594,-0.8576239,-0.8265356,-0.9899844,-0.8812915,-0.9413493,-0.8587738,-0.9567269,-0.7582943,-0.8706205,-1.0540063,-0.9318166,-1.0054753,-0.9908352,-1.0104201,-0.8171896,-1.0373288,-0.9612454,-1.009643,-1.0769759,-0.8160026,-0.784198,-0.7346852,-0.9788313,-0.9008411,-0.849193,-0.6841569,-0.6916962,-0.8088264,-0.7436273,-0.7688684,-0.5684728,-0.642684,-0.7385423,-1.0739839,-0.7503403,-0.6225226,-0.6646026,-0.6775035
"median_NH_F11","num","Nuclear","Nuclear",-0.6987183,-0.7173838,-0.6251366,-0.7160606,-0.3075772,-0.18268,-0.6085338,-0.6341185,-0.7544262,-0.5795467,-0.8249832,-0.6454986,-0.6836606,-0.7780249,-0.5757536,-0.7281031,-0.7315083,-0.7909823,-0.638106,-0.7470319,-0.6888097,-0.5023556,-0.7779611,-0.7253765,-0.3252226,-0.8345748,-0.3369031,-0.6270639,-0.4661763,-0.6707765,-0.4774672,-0.6394916,-0.475514,-0.689129,-0.6555343,-0.5916653,-0.4118198,-0.5259716,-0.5870473,-0.68908,-0.8003122,-0.7557145,-0.5201933,-0.3618322,-0.6023945,-0.6179193,-0.6730522,-0.5794365,-0.5994073,-0.5606381,-0.8492179,-0.6860098,-0.6595202,-0.8749511,-0.6521854,-0.7537033,-0.6699093,-0.5761559,-0.6591175,-0.6652306,-0.6134361,-0.789031,-0.6842524,-0.702631,-0.634228,-0.7453903,-0.463212,-0.6625248,-0.8706034,-0.7442926,-0.8101454,-0.8148469,-0.849626,-0.6116807,-0.849637,-0.7550446,-0.8073389,-0.9296277,-0.5604329,-0.5146463,-0.4593461,-0.7803691,-0.687069,-0.6221889,-0.385523,-0.5019374,-0.5776275,-0.491162,-0.5783197,-0.2725732,-0.4345641,-0.4651207,-0.912578,-0.474005,-0.3601331,-0.4345369,-0.4581129
"mean_NH_F11","num","Nuclear","Nuclear",-0.60987028,-0.63998178,-0.5320811,-0.62133651,-0.16524627,-0.06777435,-0.52110839,-0.50213742,-0.69261452,-0.48773602,-0.74754356,-0.55087561,-0.5949234,-0.69253435,-0.47684829,-0.63668398,-0.62880641,-0.68772753,-0.56922447,-0.66861571,-0.59754641,-0.40421387,-0.70875101,-0.64850025,-0.17220386,-0.76388314,-0.21735373,-0.53392651,-0.34938728,-0.58078926,-0.37290696,-0.55093397,-0.37951433,-0.61119534,-0.56508938,-0.4986744,-0.27807937,-0.43369999,-0.51010862,-0.62061577,-0.73771329,-0.69523041,-0.3776424,-0.24168031,-0.51547067,-0.52190863,-0.59338047,-0.45124203,-0.51321213,-0.4668336,-0.78231933,-0.58322215,-0.56161171,-0.7813421,-0.56305991,-0.68593574,-0.582165,-0.4806363,-0.59186783,-0.58033023,-0.51574533,-0.69094644,-0.60232235,-0.54566271,-0.5462836,-0.6473423,-0.38313533,-0.57454543,-0.78273518,-0.67360396,-0.717286,-0.7451493,-0.7752669,-0.52791678,-0.75755319,-0.6647355,-0.70348938,-0.87252928,-0.44624728,-0.41385117,-0.36078041,-0.70561207,-0.60650669,-0.53160576,-0.27064264,-0.44705444,-0.48825951,-0.41471107,-0.52171494,-0.17729853,-0.37041319,-0.35224657,-0.83026181,-0.34788075,-0.26293137,-0.35745221,-0.37851002
"75thPercentile_NH_F11","num","Nuclear","Nuclear",-0.401863467,-0.468192418,-0.332191097,-0.43825477,0.171430659,0.303162359,-0.342854399,-0.259575911,-0.535862022,-0.289631498,-0.574469155,-0.38445476,-0.422718124,-0.532420615,-0.263630169,-0.464747893,-0.439106374,-0.545560606,-0.294291265,-0.498960589,-0.392589151,-0.16605786,-0.528082116,-0.464726911,0.165763856,-0.59731962,0.063272723,-0.343436738,-0.083500537,-0.396656067,-0.099708421,-0.334533528,-0.117115946,-0.424868529,-0.361009668,-0.281720519,0.004137312,-0.217476185,-0.311807901,-0.420581244,-0.56016256,-0.550106321,-0.114117312,0.056069537,-0.301057779,-0.316445909,-0.37624855,-0.212459897,-0.303639692,-0.217480721,-0.628130253,-0.370898611,-0.341839094,-0.629733461,-0.359769727,-0.529917844,-0.347445524,-0.204315847,-0.4044277,-0.404409423,-0.315726912,-0.491061974,-0.411062533,-0.304118087,-0.324261594,-0.435476987,-0.101125841,-0.374626513,-0.612277139,-0.49605345,-0.540794488,-0.576804893,-0.62953352,-0.32709172,-0.596429693,-0.464132267,-0.501498114,-0.736784353,-0.209700591,-0.163303186,-0.099551136,-0.520318441,-0.40431656,-0.320171549,0.004541526,-0.264805447,-0.264515267,-0.176598878,-0.341178106,0.096358155,-0.17190555,-0.103103758,-0.680560245,-0.086263826,0.000538503,-0.132311455,-0.17591063
"90thPercentile_NH_F11","num","Nuclear","Nuclear",-0.054394009,-0.164519561,0.03588371,-0.081339326,0.724724139,0.828647294,0.032725947,0.207147439,-0.266973546,0.078839447,-0.260610277,-0.036753922,-0.081538735,-0.22008624,0.133132957,-0.113571193,-0.04781906,-0.188315498,0.024017928,-0.179440633,-0.028685009,0.223836285,-0.236961535,-0.153726266,0.774198524,-0.30175155,0.570663775,0.024186818,0.38774904,-0.031248159,0.349231469,0.042570079,0.295050647,-0.090039065,-0.013630123,0.109797039,0.534550422,0.170682053,0.027850222,-0.102591327,-0.274631884,-0.29812108,0.443920583,0.558657236,0.071171614,0.03614512,-0.045188556,0.243163136,0.042465794,0.185072176,-0.346523566,0.026828052,0.051248573,-0.305918127,-0.001332714,-0.25812515,0.022293821,0.198239863,-0.102353674,-0.054483952,0.070304221,-0.145056552,-0.078195594,0.214382961,0.025904621,-0.074577645,0.299801944,-0.025528999,-0.275014447,-0.201729408,-0.187403747,-0.279557457,-0.345278346,0.013966755,-0.243507394,-0.120413192,-0.131374543,-0.498319329,0.252514537,0.259709918,0.337171971,-0.206593449,-0.059540893,0.061138132,0.477246475,0.004768075,0.11242162,0.195365236,-0.058983182,0.552293621,0.134094349,0.351432478,-0.375542079,0.423450728,0.411007784,0.210055183,0.171731407
"95thPercentile_NH_F11","num","Nuclear","Nuclear",0.231619514,0.085890674,0.324318348,0.191762931,1.091394734,1.14918915,0.284714671,0.594431965,-0.071923145,0.364602485,-0.027807461,0.246685436,0.185394071,0.033929094,0.441191243,0.161954558,0.256246853,0.137601685,0.352061285,0.071679013,0.254081696,0.54702371,-0.005623476,0.084147716,1.213609128,-0.079160881,0.93110257,0.303654809,0.711262377,0.243601688,0.675446672,0.320465486,0.580599584,0.17845029,0.252693472,0.413805322,0.929264547,0.468524761,0.248351207,0.118562331,-0.068908137,-0.107224904,0.821941765,0.926769597,0.349241426,0.310468396,0.163260151,0.58514765,0.300948503,0.424156975,-0.145733174,0.327621857,0.340366663,-0.01963262,0.291153986,-0.045145166,0.277960258,0.47591084,0.12816314,0.201726296,0.362560752,0.114916833,0.171758666,0.570774395,0.284395197,0.197596779,0.551787597,0.265229593,-0.0446112,0.017416069,0.091348658,-0.076345072,-0.116346448,0.25940582,0.056215137,0.143011854,0.133268862,-0.307612399,0.604227583,0.587542243,0.652770298,0.037973918,0.204077619,0.349371418,0.838952861,0.206439729,0.401405145,0.461494476,0.142462537,0.877395315,0.388830899,0.690071984,-0.135086833,0.804475612,0.6962431,0.447278189,0.441894643
"99thPercentile_NH_F11","num","Nuclear","Nuclear",0.8362448,0.676166,0.9900774,0.9643554,1.8697722,1.8756417,1.0022703,1.48131,0.4447891,1.0625781,0.5523699,1.0031621,0.8338927,0.6929521,1.2012874,0.9137652,1.0765186,1.1202596,0.8760973,0.7145957,0.9387947,1.2354272,0.5652506,0.67463,2.1645844,0.4740136,1.6852038,1.008324,1.4195977,0.9621276,1.3986161,0.9633905,1.2296695,0.8185889,0.8695993,1.0732089,1.8494888,1.0439389,0.7937941,0.6228104,0.4671216,0.3828201,1.6043163,1.7997402,0.929982,0.8918926,0.6885834,1.2671235,0.8899419,1.0789321,0.3763167,1.0061385,1.0294997,0.6281866,0.941767,0.5213373,0.8888527,1.1599001,0.6418139,0.787562,1.0331919,0.7771308,0.7511484,1.4524504,0.9230034,0.8196275,1.2028898,0.9729899,0.6045162,0.6313099,0.866272,0.4272697,0.5476519,0.9048989,0.7218206,0.8440328,0.8351979,0.2131079,1.4471087,1.3394438,1.4778501,0.6533221,0.7724847,1.0669724,1.7096668,0.7104871,1.0107094,1.0584791,0.6023585,1.5705532,0.9186085,1.6120972,0.4269486,1.570399,1.277889,1.0086844,1.0970882
"maximum_NH_F11","num","Nuclear","Nuclear",2.829119,6.015016,4.034781,3.919934,4.027073,6.148085,2.720277,3.786338,3.727381,4.679956,2.586026,4.759517,5.849275,3.050199,4.698396,5.251856,4.635196,5.933871,1.422482,3.451532,2.931159,2.494821,2.493108,2.848742,4.911077,2.544841,4.273882,4.071252,3.370489,3.335285,4.782976,3.208834,4.401336,3.659661,3.646337,2.624442,4.989781,1.833338,2.260734,4.073877,2.640254,4.112668,4.871917,6.504752,2.979568,2.86541,2.05394,4.73613,3.210687,3.678103,1.785053,4.829448,3.215164,2.895118,4.917961,2.568983,2.775521,2.107127,2.609375,2.771581,2.804209,3.837876,3.540601,4.557843,3.551451,3.930752,3.432726,3.911756,3.058397,3.927062,3.14662,2.116916,3.148559,2.82145,3.276455,2.529589,3.258971,2.000012,5.704178,5.133284,4.60171,2.359017,2.659233,3.831166,7.531585,3.254452,3.731015,2.385164,2.835161,4.219717,2.640109,4.690438,2.024522,3.893069,3.812779,3.435952,7.108275
"entropy_NH_F11","num","Nuclear","Nuclear",5.2114,5.505769,5.469032,5.318696,5.286882,5.145636,5.254293,5.001742,5.514722,5.29653,5.351285,5.688753,5.477043,5.220707,5.402599,5.357181,5.204937,5.483179,3.058265,5.39563,5.436715,4.278833,5.383811,5.466571,5.107432,5.484597,5.278201,5.490258,5.40341,5.384559,5.198969,5.345106,5.06551,5.261254,5.167007,5.168851,5.124495,3.968259,5.023929,5.193313,5.483186,5.236343,4.375548,5.016083,5.151162,4.928532,4.840533,4.936176,5.209453,4.60682,4.556873,5.475692,5.095278,5.353821,5.335941,5.122651,4.843924,3.858703,5.376316,5.025437,5.339019,5.05269,5.319828,5.23058,5.037865,5.090215,5.076799,5.256746,4.880023,5.322087,5.317411,5.128092,5.183153,5.338515,5.273066,4.840384,5.019846,5.388797,5.462114,5.270916,5.236472,5.480285,5.371841,5.404881,5.455663,5.252419,5.038928,4.853242,5.068609,5.271637,4.898268,5.29005,5.406708,5.303485,5.069527,5.329392,5.458963
"minimum_NH_F12","num","Nuclear","Nuclear",0.02016286,0.01919694,0.01986891,0.01950356,0.01995135,0.01980656,0.02025837,0.0196992,0.01883355,0.02019309,0.0191429,0.01936942,0.01925636,0.01906719,0.01890794,0.0190473,0.01914456,0.01878909,0.02140158,0.01935214,0.01976918,0.0200299,0.01880618,0.02003409,0.02009753,0.01862928,0.01972496,0.0191904,0.02024954,0.0190928,0.01966364,0.0196831,0.0194625,0.01894592,0.02003876,0.0199515,0.01914061,0.02106407,0.02031117,0.01991885,0.01932791,0.01966191,0.0208436,0.01924734,0.01931617,0.01931883,0.01977048,0.0200041,0.02009017,0.02040619,0.01975505,0.01811148,0.01871878,0.01903049,0.01900426,0.01978222,0.02015043,0.02068941,0.01991837,0.0195387,0.01963532,0.0194733,0.01949188,0.01935487,0.01999635,0.02025557,0.01945236,0.01838337,0.01972817,0.0192865,0.01878138,0.01883792,0.01951272,0.01920521,0.01905386,0.0194014,0.01988566,0.01917863,0.0184967,0.018653,0.0180986,0.01874753,0.0181696,0.01860062,0.01815541,0.01988578,0.02068747,0.02075236,0.01944969,0.02062795,0.01994101,0.01867394,0.01935448,0.02018824,0.02068961,0.02030192,0.0197784
"1thPercentile_NH_F12","num","Nuclear","Nuclear",0.02270195,0.02210705,0.02186288,0.02185721,0.02286004,0.02307702,0.0222797,0.02293338,0.02174142,0.02239519,0.02274461,0.02179421,0.02184726,0.02201231,0.02261758,0.02162919,0.02183485,0.02125998,0.02145664,0.02193021,0.02282456,0.0224074,0.02257204,0.02300877,0.02277762,0.02136683,0.0219357,0.02222642,0.02386544,0.0213994,0.02213202,0.02276086,0.02248634,0.02216931,0.02275239,0.02244295,0.02197483,0.02384708,0.02602113,0.02311455,0.02317451,0.02233424,0.02635113,0.02197838,0.02276785,0.02340994,0.02273026,0.02279567,0.02201176,0.02287223,0.02141232,0.02118475,0.02162541,0.02150574,0.02140988,0.02200374,0.02254825,0.02609694,0.02309593,0.02237646,0.02189825,0.02193036,0.0220938,0.02142919,0.02217448,0.02232128,0.02324984,0.02076103,0.02187811,0.02183744,0.02156685,0.02204215,0.02180381,0.02150194,0.02170805,0.02103285,0.02347545,0.02250564,0.02077191,0.02066001,0.02081835,0.02153064,0.0209222,0.02091413,0.02058236,0.02232592,0.02325517,0.02416231,0.02255801,0.02377302,0.02271027,0.02090171,0.02278353,0.02261783,0.02288359,0.0231302,0.02212446
"5thPercentile_NH_F12","num","Nuclear","Nuclear",0.02535077,0.02386962,0.02337251,0.02370919,0.02568632,0.02577142,0.02398307,0.02561426,0.02332535,0.02431759,0.02591026,0.02297789,0.02322801,0.0239174,0.02476931,0.02318325,0.02370145,0.0226212,0.02283394,0.02344891,0.02550315,0.02377335,0.0248815,0.02551736,0.02514041,0.02289153,0.02336152,0.02396334,0.02740546,0.02272606,0.02435035,0.02600478,0.02517522,0.02397277,0.02530409,0.02478976,0.02416348,0.03077311,0.03382126,0.02712565,0.02697165,0.0241646,0.03496958,0.02409509,0.02583932,0.02752372,0.02666291,0.02593171,0.02393108,0.0279049,0.0235409,0.02237376,0.0230624,0.02307852,0.02271452,0.02421745,0.02562578,0.03621688,0.02636524,0.0243404,0.02366512,0.02377796,0.02381318,0.02276915,0.02466971,0.02495509,0.02872592,0.02203408,0.02380492,0.0234752,0.02318415,0.02424476,0.02346902,0.02299484,0.02334473,0.02223852,0.02796369,0.02475426,0.0221766,0.02194651,0.02216079,0.02318966,0.02230167,0.02231758,0.02176105,0.02369008,0.02586592,0.02798201,0.02421997,0.02645263,0.02422147,0.02223693,0.02509169,0.02496428,0.02479006,0.02631708,0.02343194
