"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-3P-A9WA","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994","TCGA-59-A5PD","TCGA-5X-AA5U","TCGA-OY-A56P","TCGA-OY-A56Q","TCGA-WR-A838"
"1thPercentile_NH_F69","num","Nuclear","Nuclear",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5thPercentile_NH_F69","num","Nuclear","Nuclear",1.004362,1.004444,1.004444,1.004584,1.003291,1.005589,1.005545,1.006949,1.006772,1.007744,1.006528,1.004525,1.008467,1.012998,1.002101,1.009635,1.012346,1.008828,1.002052,1.007387,1.001985,1.005542,1.002705,1.00346,1.006988,1.004519,1.00874,1.003204,1.002667,1.005587,1.010726,1.002322,1.012152,1.004068,1.010833,1.007858,1.001905,1.006914,1.011939,1.001605,1.002403,1.005119,1.004707,1.005182,1.005101,1.007347,1.002077,1.003503,1.006912,1.004762,1.002268,1.002978,1.005409,1.002337,1.00689,1.010313,1.002597,1.008143,1.003828,1.005165,1.003869,1.004371,1.005185,1.003086,1.007387,1.001769,1.002125,1.00693,1.003,1.00692,1.004218,1.004452,1.005935,1.003756,1.00618,1.002818,1.006588,1.006876,1.002497,1.002501,1.004862,1.001069,1.003086,1.00205,1.003583,1.007873,1.006343,1.004818,1.00505,1.00271,1.008232,1.002573,1.00161,1.003785,1.014174,1.02112,1.005864
"10thPercentile_NH_F69","num","Nuclear","Nuclear",1.025475,1.019882,1.019524,1.020169,1.022154,1.028159,1.022873,1.027356,1.023299,1.026816,1.02915,1.017656,1.026207,1.034235,1.016177,1.027482,1.031993,1.024763,1.0184,1.024931,1.016377,1.021684,1.018123,1.019818,1.028981,1.02004,1.023466,1.016951,1.021774,1.020467,1.033445,1.018985,1.03885,1.020408,1.036668,1.033173,1.009553,1.037185,1.041667,1.016437,1.017751,1.023233,1.039343,1.020172,1.025656,1.029951,1.01695,1.021122,1.027742,1.027601,1.015347,1.014326,1.020408,1.012034,1.020741,1.033807,1.02071,1.039097,1.023985,1.024628,1.022005,1.022218,1.021285,1.013317,1.029558,1.015204,1.017832,1.021437,1.017749,1.024459,1.019034,1.023984,1.022953,1.017992,1.020713,1.012649,1.030327,1.026175,1.010578,1.009122,1.015215,1.00795,1.012061,1.009515,1.01027,1.0217,1.028982,1.030676,1.021089,1.018255,1.023806,1.009015,1.011146,1.017785,1.035982,1.050208,1.01802
"25thPercentile_NH_F69","num","Nuclear","Nuclear",1.088297,1.059163,1.060989,1.064664,1.076598,1.089714,1.070118,1.088272,1.063814,1.078061,1.093439,1.052747,1.065929,1.08465,1.064495,1.070983,1.08276,1.065376,1.055426,1.071384,1.07108,1.066216,1.070387,1.070173,1.087386,1.061077,1.063038,1.055181,1.080645,1.061645,1.093192,1.078055,1.102104,1.07063,1.096939,1.09375,1.041019,1.100575,1.122873,1.077213,1.076519,1.069448,1.131502,1.064671,1.090719,1.097874,1.075752,1.079931,1.079277,1.094799,1.055612,1.050909,1.061014,1.045298,1.058117,1.091104,1.083681,1.122254,1.081009,1.076933,1.079017,1.077098,1.064765,1.043852,1.087779,1.077109,1.080726,1.056558,1.064042,1.072881,1.064556,1.082144,1.07011,1.061784,1.064473,1.043218,1.102241,1.080116,1.037623,1.03223,1.046932,1.042267,1.044479,1.038124,1.033725,1.056583,1.085469,1.109394,1.058688,1.064325,1.06226,1.031286,1.056071,1.062125,1.08493,1.112539,1.051496
"median_NH_F69","num","Nuclear","Nuclear",1.202461,1.127182,1.128099,1.137881,1.168853,1.190577,1.145435,1.196152,1.129649,1.159763,1.199541,1.108655,1.128728,1.160183,1.144622,1.138178,1.165537,1.127968,1.116299,1.148605,1.167312,1.141663,1.165815,1.155571,1.189702,1.127916,1.129618,1.121338,1.186612,1.12327,1.196082,1.183781,1.21506,1.157819,1.19681,1.197276,1.10369,1.2115,1.249149,1.191417,1.184493,1.142026,1.279846,1.150432,1.206375,1.201684,1.192281,1.184752,1.172515,1.210098,1.120943,1.111115,1.132049,1.1061,1.116667,1.186276,1.215912,1.277432,1.182991,1.168688,1.181832,1.168134,1.133076,1.098617,1.202302,1.186476,1.208668,1.117336,1.155382,1.16042,1.147929,1.185524,1.144208,1.143098,1.139325,1.093649,1.225485,1.168263,1.09204,1.081494,1.107289,1.115534,1.103455,1.09353,1.080486,1.113823,1.176112,1.244807,1.122754,1.148473,1.121152,1.077043,1.146405,1.135536,1.165335,1.211998,1.110248
"mean_NH_F69","num","Nuclear","Nuclear",1.260652,1.170764,1.172025,1.188007,1.227965,1.251865,1.193305,1.246938,1.169739,1.208993,1.250156,1.134299,1.166272,1.205734,1.195927,1.180818,1.221491,1.167437,1.152566,1.197644,1.228105,1.195545,1.219165,1.205455,1.245082,1.170607,1.172492,1.163908,1.242481,1.162344,1.249173,1.239152,1.267516,1.215054,1.244672,1.255758,1.159553,1.258391,1.287096,1.252322,1.237049,1.191385,1.334818,1.209557,1.25742,1.249634,1.251278,1.241383,1.232003,1.267009,1.169809,1.152327,1.181088,1.150042,1.155152,1.229995,1.279044,1.315765,1.230997,1.229204,1.248225,1.227323,1.182519,1.129742,1.262227,1.248484,1.275127,1.160697,1.217339,1.221146,1.204872,1.250947,1.198075,1.202594,1.19387,1.119336,1.272645,1.221608,1.134843,1.116168,1.149229,1.177526,1.151308,1.137325,1.110105,1.142257,1.221334,1.306805,1.163075,1.200457,1.151733,1.112323,1.216943,1.189829,1.214447,1.252144,1.143186
"75thPercentile_NH_F69","num","Nuclear","Nuclear",1.373289,1.229556,1.230657,1.25371,1.315049,1.349047,1.260847,1.353346,1.229542,1.288334,1.358278,1.181752,1.220197,1.280041,1.269599,1.241509,1.304662,1.225222,1.197999,1.270417,1.322547,1.261064,1.313502,1.286016,1.349772,1.227498,1.234544,1.223264,1.341564,1.212876,1.353458,1.340139,1.379007,1.301838,1.346262,1.354345,1.211726,1.355045,1.404033,1.365089,1.340604,1.263412,1.480706,1.29108,1.368776,1.351788,1.358977,1.346462,1.334549,1.386799,1.225231,1.199728,1.243756,1.201118,1.201185,1.324645,1.41351,1.444512,1.330095,1.328627,1.353425,1.325402,1.245571,1.173696,1.380444,1.359332,1.400368,1.206017,1.312973,1.307145,1.286734,1.3589,1.266529,1.279919,1.266494,1.161801,1.395775,1.309052,1.18318,1.15825,1.200366,1.243866,1.201336,1.183524,1.151785,1.192932,1.310044,1.438763,1.220032,1.275077,1.202197,1.152178,1.311484,1.255401,1.292656,1.35197,1.192334
"90thPercentile_NH_F69","num","Nuclear","Nuclear",1.57543,1.375959,1.373167,1.417818,1.505595,1.545617,1.425077,1.529075,1.364151,1.451924,1.531953,1.273015,1.350109,1.437244,1.440187,1.386212,1.487664,1.361743,1.316253,1.434281,1.515857,1.44785,1.488668,1.453194,1.52792,1.367797,1.374654,1.361517,1.53339,1.340778,1.534008,1.528294,1.566648,1.483458,1.513111,1.557447,1.371122,1.548177,1.570248,1.562004,1.517106,1.417093,1.692201,1.472644,1.55367,1.522837,1.559728,1.528258,1.509022,1.576764,1.390667,1.331996,1.411614,1.339621,1.329026,1.478131,1.617551,1.63047,1.495607,1.509522,1.560573,1.508724,1.408209,1.274556,1.573161,1.553151,1.623402,1.34435,1.501284,1.501623,1.467548,1.562319,1.453889,1.467946,1.436421,1.245186,1.567366,1.482387,1.30645,1.26047,1.335028,1.42921,1.346038,1.311736,1.241391,1.292919,1.47126,1.658117,1.353394,1.445383,1.310438,1.253344,1.521339,1.425305,1.45199,1.499544,1.301881
"95thPercentile_NH_F69","num","Nuclear","Nuclear",1.711947,1.493547,1.499934,1.539174,1.647911,1.695486,1.548349,1.648393,1.470612,1.570546,1.653803,1.35,1.454563,1.547212,1.562264,1.503297,1.617541,1.460993,1.423459,1.549848,1.65079,1.582735,1.607048,1.577446,1.661971,1.491709,1.48303,1.467954,1.676459,1.453003,1.656492,1.662126,1.690794,1.613055,1.632898,1.698431,1.520977,1.634328,1.694497,1.71149,1.650391,1.544423,1.844386,1.617851,1.67242,1.650687,1.703636,1.661492,1.632961,1.710514,1.521174,1.44913,1.529645,1.456173,1.445865,1.58433,1.751887,1.79985,1.615891,1.636463,1.708328,1.628777,1.531298,1.369692,1.702128,1.696497,1.774369,1.471884,1.632518,1.635554,1.59527,1.704093,1.568175,1.598185,1.560323,1.318849,1.683234,1.612957,1.416025,1.351344,1.443287,1.567678,1.46781,1.42705,1.313716,1.379604,1.581098,1.817579,1.459531,1.573039,1.403011,1.339148,1.669288,1.56734,1.573461,1.598597,1.391942
"99thPercentile_NH_F69","num","Nuclear","Nuclear",1.98713,1.762141,1.782464,1.83472,1.990916,2.085553,1.823314,1.934323,1.712962,1.860154,1.929583,1.569876,1.719519,1.791724,1.850531,1.750056,1.901033,1.679082,1.796537,1.834816,1.979591,1.860694,1.900232,1.849349,1.947484,1.770066,1.744078,1.737333,1.992829,1.759942,1.937262,1.967045,1.98738,1.915254,1.888448,2.010679,1.864573,1.945137,1.972149,2.007925,1.933311,1.795157,2.191358,1.953437,2.007618,1.931315,2.050838,1.980337,1.921244,2.009037,1.783265,1.763057,1.800809,1.729173,1.724264,1.82619,2.091094,2.079322,1.906575,1.908465,2.057844,1.923079,1.78932,1.616744,2.034336,2.021107,2.143456,1.79833,1.917961,1.918413,1.883644,2.049162,1.84151,1.924503,1.848655,1.547619,1.96448,1.886965,1.679428,1.576217,1.702279,1.903774,1.778021,1.719715,1.513129,1.584611,1.83731,2.174786,1.714997,1.888354,1.629272,1.560682,1.993672,1.888114,1.869197,1.870798,1.647129
"maximum_NH_F69","num","Nuclear","Nuclear",3.039639,2.866363,2.698943,2.880523,4.50963,3.446744,2.929197,3.128427,2.651997,2.511322,3.040639,2.792624,2.528922,2.827128,3.092344,2.596158,2.983065,3.561842,1.905347,2.902151,3.401289,2.373587,3.604945,3.170965,3.347466,2.776638,2.749536,2.963121,3.261139,3.204597,3.000933,2.883585,3.391651,2.8096,2.493654,2.870588,3.045871,2.409812,3.296561,3.06875,3.417375,2.967616,2.915556,3.029109,3.118409,2.751156,3.205909,2.68321,3.927116,3.164704,2.637732,2.876005,2.644947,2.709917,2.912681,2.698645,3.053263,2.643454,3.280088,3.049941,4.300657,2.752896,2.754458,2.490503,3.442091,3.7747,3.298987,3.372808,2.775527,3.63862,2.960761,2.878076,3.263988,3.511284,3.010439,2.208671,3.158281,2.891852,3.284703,2.637094,2.614404,3.026615,2.909631,3.123491,3.335345,2.328568,2.472748,3.69719,2.792732,3.729339,2.382961,2.599726,3.287251,3.305024,3.028926,2.959959,3.125465
"entropy_NH_F69","num","Nuclear","Nuclear",4.88862,5.274967,5.263199,5.062137,5.101882,5.004443,5.005388,4.709912,5.307474,5.033467,5.039819,5.443444,5.303148,5.033401,5.127064,5.147532,4.965548,5.205321,3.088456,5.139749,5.101438,4.148128,5.018035,5.184413,4.853465,5.303124,5.072313,5.206775,5.124125,5.19872,4.957745,5.020273,4.83857,4.920243,4.90782,4.93411,4.819813,3.769594,4.777133,4.824598,5.100022,4.969799,4.128012,4.740731,4.826683,4.69459,4.499045,4.615647,4.904258,4.382339,4.321242,5.29037,4.856905,5.065085,5.205396,4.826391,4.506299,3.73759,5.044971,4.650819,4.977734,4.779256,5.103171,5.084125,4.691837,4.744812,4.716831,5.08688,4.486776,5.008949,4.948396,4.789051,4.937537,5.017093,4.958032,4.622296,4.723508,5.086602,5.126257,4.981289,4.994161,5.067818,5.116936,5.062847,5.155277,5.053213,4.813161,4.585655,4.849646,5.00248,4.736713,4.964059,4.952691,5.067348,4.933942,5.153446,5.220352
"minimum_NE_F8","num","Nuclear","Nuclear",14.643087,11.794788,11.54314,13.011062,11.421053,14.196319,11.406452,10.965385,13.307004,12.363445,10.958188,11.549751,11.216401,10.64,12.672973,11.241218,10.696801,9.974239,13.179819,11.851103,13.763514,11.734205,11.150327,12.932249,12.352612,10.98917,11.994455,11.30713,14.950949,10.409396,11.508906,12.116883,12.623794,11.622549,11.971014,13.04918,9.989691,14.761719,12.568702,11.84922,10.587629,9.631579,13.896328,10.421637,11.563241,12.063158,11.665127,11.678392,11.061489,12.401095,11.853741,10.233796,11.025148,10.039648,11.614341,11.582168,11.251989,14.407303,11.420988,12.890208,10.912351,10.150278,10.850117,9.532982,10.815115,10.896985,10.507937,9.753086,10.349614,10.755611,10.914966,12.099585,11.640491,10.917808,9.996575,11.476431,12.78187,12.183398,11.416139,11.046931,11.10177,10.909091,10.797445,11.858942,8.487069,14.073955,14.564179,13.270557,13.463768,13.727064,15.279621,9.596491,12.556025,12.356534,10.997579,12.757895,10.623418
"1thPercentile_NE_F8","num","Nuclear","Nuclear",18.68438,17.33175,16.72308,17.19146,19.28192,19.5924,17.76923,18.42424,18.12622,16.91197,18.47145,16.29323,16.03311,17.07831,18.5841,15.01294,16.02714,16.10638,14.44014,16.65828,19.06915,15.97098,17.29158,18.36922,17.35223,17.14189,17.25492,17.07261,21.36402,15.94321,17.42218,20.01913,18.65624,17.08385,18.10771,19.04158,16.44014,18.3628,18.40396,16.40706,17.42385,15.06312,16.68648,15.05444,15.4486,16.47737,15.70545,15.54906,14.30756,15.79729,14.89355,13.30592,13.82695,13.22837,14.13177,15.48495,14.39501,17.57267,16.19676,16.14398,14.43919,13.68945,14.24384,12.20119,15.13803,15.8802,17.78184,13.51199,13.26761,14.79512,14.01726,15.33921,15.09293,14.34527,13.40966,13.93105,17.10328,16.30767,16.86267,15.68665,16.30769,16.79735,16.84346,16.56667,15.43547,17.34082,18.79613,19.50839,18.61439,18.52849,18.50723,14.37943,17.97538,16.09298,16.74676,19.96667,15.23757
"5thPercentile_NE_F8","num","Nuclear","Nuclear",21.80488,20.28378,19.76408,20.54553,22.81768,23.9389,20.5254,21.89036,21.40385,19.97874,21.24653,19.12,19.12633,20.23146,22.16,17.81993,19.26718,19.54472,17.65522,20.1183,22.10218,19.01969,20.4792,21.21375,20.79617,19.87609,20.83217,21.2092,24.37684,18.58351,21.37977,23.10772,22.49315,20.34478,21.62314,22.45661,18.69757,22.3578,21.90054,19.32974,20.97459,16.71829,19.24941,17.65415,18.20933,18.84792,18.56793,17.35618,16.13254,18.35923,17.01502,14.94055,16.03782,15.17851,15.97672,18.34213,16.36209,21.40408,18.86033,18.29038,16.72669,15.98303,15.96756,13.96488,17.59412,18.8291,22.19925,15.67392,15.47853,17.20632,16.37443,17.47273,17.08838,16.70242,15.77476,15.61015,19.50253,18.9122,19.83085,18.73081,19.05598,19.62539,19.53659,19.10873,18.26693,19.67277,21.28888,23.03354,21.23851,21.41224,21.12128,17.30102,21.23445,18.22033,20.08583,23.72742,18.02922
"10thPercentile_NE_F8","num","Nuclear","Nuclear",23.471,21.8182,21.50245,22.27001,24.77122,26.35414,22.06034,23.59596,22.96913,21.7972,22.59066,20.66703,20.85219,22.08368,23.95552,19.53226,21.18679,21.2148,19.41731,21.95881,23.75668,20.97272,22.09968,22.66056,22.87724,21.2398,22.88261,23.34472,25.98585,20.29376,23.53817,24.58743,24.53064,22.10455,23.35753,24.36697,19.92661,24.31968,23.60927,21.24662,22.88096,17.64213,20.73213,19.21964,20.11282,20.20049,20.54938,18.51321,17.27904,20.07574,18.4241,15.97587,17.42931,16.47822,17.10635,20.3805,17.9108,23.23248,20.4468,19.56923,18.09773,17.54344,17.14524,14.9954,19.27532,20.78812,24.35677,16.99449,16.92515,18.92247,17.94849,18.83789,18.35452,18.3457,17.47721,16.64883,20.99644,20.25939,21.51429,20.54041,20.78684,21.18926,21.12965,20.58304,19.82137,20.99326,22.86543,25.01873,22.90864,23.49342,22.58161,19.12,23.04453,19.89352,22.50773,25.7127,19.76819
"25thPercentile_NE_F8","num","Nuclear","Nuclear",26.2711,24.24081,24.31932,25.07099,28.42269,30.18603,24.61749,26.38105,25.36059,24.73702,24.62876,23.24202,23.69908,24.99405,26.71939,22.38326,24.23621,23.66966,22.40121,24.63996,26.34609,24.42387,24.47787,24.91818,26.05413,23.62009,26.70065,26.44279,28.55435,22.9896,26.85326,27.05074,27.54848,25.0944,25.98426,27.34936,22.23725,27.02959,26.71577,24.34607,25.32229,19.41738,23.84786,22.29048,23.7983,22.88464,23.92589,20.91561,19.91906,23.53891,21.18532,18.12377,20.51789,19.06326,19.372,23.72978,22.03283,25.73958,23.26432,22.47259,20.92601,20.84023,19.56674,17.20327,22.64838,24.38789,27.18962,19.55863,20.06349,22.11,21.00308,21.41351,20.89112,21.78732,20.82874,18.68809,23.67061,22.61868,24.35405,23.41417,23.72099,23.57512,23.64138,23.1627,22.5067,23.6351,25.77163,28.10972,25.86025,27.50583,25.29015,22.31642,25.96383,23.31047,26.84606,28.53794,23.10946
"median_NE_F8","num","Nuclear","Nuclear",28.96241,26.80866,27.44776,28.02358,32.27166,33.43706,27.43902,29.13689,27.8515,27.75559,26.78135,26.02128,26.4633,27.82824,29.57226,25.28904,27.46198,26.22861,26.07959,27.47158,29.18667,28.20374,26.99377,27.2859,29.53222,26.37195,30.93744,29.68389,31.45015,26.06959,29.82173,29.70976,30.49487,28.25992,28.65731,30.34349,25.11878,29.75637,29.50507,27.22478,27.57684,21.75862,28.33522,26.75,27.71259,26.37459,27.15304,24.54517,24.18755,27.56829,24.62446,21.46008,25.05479,22.40813,22.92212,26.95188,26.60158,28.59771,26.14835,26.84048,25.38223,24.7417,23.02076,20.23954,26.4267,27.41916,29.86538,22.9146,23.88923,25.53968,24.20522,24.69215,23.91303,26.30163,24.3543,21.32921,26.67351,25.03704,27.30774,26.38603,26.84615,25.86057,26.31047,26.03362,25.52874,26.78825,29.2589,30.80548,28.95247,31.0358,28.47717,25.66241,28.79038,27.56875,31.31372,31.60308,26.98
"mean_NE_F8","num","Nuclear","Nuclear",28.64176,26.77985,27.5453,27.84319,31.32788,32.38044,27.42066,28.99645,27.88782,27.55515,26.78036,26.01248,26.28748,27.69241,29.38042,25.22713,27.46632,26.19633,26.6118,27.36044,29.06864,27.96394,26.89008,27.26469,29.20911,26.48218,30.44667,29.50856,31.0905,26.26884,29.46909,29.63077,30.17507,28.11629,28.40569,30.053,25.71179,29.44341,29.14752,26.90027,27.38491,22.26172,27.91746,26.89403,27.24093,26.46538,26.70727,25.52737,24.51737,27.1702,24.55393,22.04043,25.02382,22.37239,23.73733,26.64334,25.73843,28.37282,25.93378,26.90843,25.5337,24.36388,23.35329,20.4438,26.08216,26.95482,29.52073,23.18013,23.38727,25.14709,23.89509,24.84424,24.07304,26.0063,23.79789,21.59588,26.69392,24.99523,27.37364,26.26515,26.73685,25.73671,26.29778,26.003,25.50422,26.74564,28.953,30.34171,28.52799,30.05293,28.20453,25.46949,28.52824,27.38583,30.11605,30.96613,26.67371
"75thPercentile_NE_F8","num","Nuclear","Nuclear",31.29209,29.34404,30.70056,30.69607,34.62271,35.22796,30.24898,31.84377,30.3998,30.6121,28.971,28.79074,29.05145,30.62148,32.33155,28.03159,30.79842,28.75361,30.44748,30.21506,31.92393,31.86618,29.37877,29.61654,32.98599,29.20252,34.61729,32.97173,33.98138,29.40898,32.65164,32.40409,33.27083,31.27319,31.10965,33.16718,28.81193,32.24864,32.21784,29.77552,29.69071,24.72263,32.17602,31.9765,30.96087,30.11361,29.79083,30.25891,28.99188,31.03191,27.8821,25.57659,29.54213,25.44946,27.70296,29.89183,29.6553,31.10275,28.69266,31.45778,30.19726,27.94044,26.84794,23.42357,29.67631,29.96173,32.34345,26.42163,26.76509,28.34197,26.8433,28.20408,27.11105,30.40627,26.96213,24.22135,29.81089,27.44627,30.35838,29.19387,29.81945,28.03172,28.90631,28.73171,28.45351,29.86218,32.34661,33.09362,31.47778,33.37968,31.31832,28.74522,31.36921,31.71035,34.1241,33.94558,30.35492
"90thPercentile_NE_F8","num","Nuclear","Nuclear",33.2806,31.68518,33.81658,33.14514,36.24528,36.60804,32.89163,34.30715,32.90158,33.11395,30.98234,31.32208,31.41581,33.12467,34.58823,30.67199,33.95758,31.19707,34.6477,32.73857,34.33234,34.4368,31.57807,31.79429,34.84162,31.84815,36.9465,35.45656,35.50107,32.59736,34.76886,34.66914,35.37596,33.89635,33.19397,35.17073,32.8276,34.43811,33.93738,32,31.66985,27.58368,34.4234,34.53538,33.55139,33.11822,31.94518,34.13679,32.41166,33.60555,30.34607,29.05324,32.61388,28.09936,32.058,32.39045,31.85541,33.37178,30.95786,34.2965,33.29119,30.40378,30.05294,26.19373,32.28744,32.15374,34.38919,29.77788,28.86485,30.51597,29.11296,31.09915,29.92,33.22652,29.10629,26.9467,32.45638,29.58419,33.3251,31.7769,32.46161,30.06512,31.4449,31.3024,31.14169,32.5151,34.52656,34.95305,33.46213,34.73219,33.40375,31.34636,33.67579,34.48543,35.44979,35.1528,33.01998
"95thPercentile_NE_F8","num","Nuclear","Nuclear",34.43115,33.17718,35.56585,34.65241,37.5399,37.66854,34.07002,35.37806,34.42695,34.35257,32.28896,32.83154,32.86052,34.49085,35.65869,32.45946,35.41882,32.75663,36.75006,34.19096,35.54284,35.54938,32.96655,33.2884,35.72269,33.592,38.53844,36.83161,36.37118,34.40585,35.75691,35.74202,36.34101,35.27634,34.34597,36.29605,34.57508,35.133,34.75217,33.29248,32.97042,29.47006,35.5644,35.69387,34.8357,34.32669,33.41559,35.34655,33.81372,34.75376,32.18077,30.85155,34.09247,29.62607,33.82503,33.68034,33.02057,35.01487,32.36832,35.3885,34.44691,31.72655,31.87066,27.74988,33.72531,33.44584,35.33001,31.88837,30.12094,31.87753,30.56463,32.59291,31.4829,34.26756,30.2813,28.46057,33.79764,30.87146,35.00366,33.3063,34.00396,31.40453,33.04059,32.94133,32.7761,33.65649,35.633,35.9358,34.49939,35.41525,34.3738,32.98998,34.88558,35.56206,36.3704,35.89875,34.5368
"99thPercentile_NE_F8","num","Nuclear","Nuclear",36.45411,35.85017,38.70073,37.19513,39.90256,40.1537,36.4977,37.21367,37.42771,36.30393,34.87753,35.70604,35.39491,36.38394,38.00556,36.18809,37.63131,35.70109,40.10013,36.60203,37.82206,37.55895,35.52323,35.8704,37.84029,36.88352,41.35593,39.31913,38.47702,37.72893,38.25622,37.8754,38.44919,38.09438,36.14579,38.5667,36.81162,36.64374,36.28003,35.67601,35.56155,33.01274,37.41435,37.75689,36.77598,36.01072,36.06302,37.01536,35.54145,36.49684,35.0722,33.938,35.97594,32.83656,35.84886,35.71865,35.48774,37.42094,34.99463,37.16926,36.09446,34.36292,34.91737,30.48178,36.04941,35.65079,37.21244,35.52621,32.24504,34.56103,33.73545,35.18932,34.41649,36.17632,32.59442,31.70726,35.97482,33.40473,38.1999,36.07326,36.69293,34.24602,35.98952,35.99419,35.83187,35.62887,37.78254,37.62369,36.15665,36.56525,35.95635,36.05971,37.12116,37.93193,38.3756,38.04474,37.0321
"maximum_NE_F8","num","Nuclear","Nuclear",41.93404,42.4139,46.7327,44.947,44.46951,45.53385,42.7,42.49708,44.59165,42.17996,41.39257,44.33061,42.53061,43.4645,45.58216,43.22187,43.83225,42.82983,40.28916,43.74845,44.25758,40.52128,41.59164,42.4322,45.42313,43.24812,47.48452,45.41017,45.12913,45.18351,42.52068,44.04455,44.61509,46.96923,41.77152,44.68093,42.49671,38.16935,40.28395,40.73157,40.72755,38.77215,41.39091,41.16519,42.11673,40.16357,43.1069,40.59164,40.3555,39.71594,40.25143,39.56429,40.06914,39.16915,40.2051,40.44574,41.0991,38.73007,40.87234,42.03774,40.20225,39.95631,39.63248,38.75268,41.10706,40.30169,44.68834,43.67751,38.05837,39.97287,42.74849,42,40.25239,40.5843,39.97689,40.565,38.89607,40.02713,44.6412,41.15248,43.85539,41.93614,44.77419,42.98,43.48498,42.85385,42.27609,42.6773,40.36721,40.49544,39.44245,44.47707,41.50974,43.39098,42.93659,44.08511,43.90652
"entropy_NE_F8","num","Nuclear","Nuclear",5.213351,5.499579,5.425183,5.288323,5.25299,5.246881,5.154851,4.997168,5.556374,5.199975,5.393052,5.62454,5.463648,5.175268,5.353821,5.34029,5.132155,5.421131,3.15997,5.361768,5.397338,4.102904,5.419127,5.507394,4.956771,5.473808,5.107215,5.39695,5.29203,5.320233,5.220195,5.315149,5.077726,5.184471,5.143355,5.108754,5.037404,3.957212,4.901023,5.213396,5.58757,5.117027,4.043451,4.616119,5.029945,4.715993,4.828504,4.518424,4.854954,4.485226,4.362188,5.234941,4.719983,5.194127,5.032622,5.048918,4.667904,3.932856,5.356319,4.639057,4.913291,4.916195,5.086023,5.126549,4.933747,5.147924,5.156925,5.112404,4.696506,5.196678,5.22194,4.976097,5.029157,5.021397,5.091059,4.715344,4.930825,5.342933,5.453724,5.29142,5.203084,5.543164,5.382793,5.340046,5.44266,5.081394,4.878115,4.896765,4.909741,5.094325,4.669052,5.239604,5.388019,5.035793,4.842512,5.172619,5.296104
"minimum_NE_F9","num","Nuclear","Nuclear",38.99013,31.55816,29.49218,36.84657,32.67237,36.05899,33.65535,38.46155,37.58362,30.2715,33.04733,28.55063,25.34501,35.99694,37.41247,26.61269,34.65423,31.85408,52.52777,28.18886,32.96224,40.9626,28.78711,37.87446,35.50515,33.17311,30.61127,34.77272,33.08279,27.92766,27.18386,40.40119,40.82636,30.8041,32.05713,35.90656,43.04502,59.45846,52.52004,47.05215,49.15954,44.50497,59.72805,41.72127,51.62074,37.78239,50.38845,38.39132,42.17157,55.01531,45.80176,38.99523,26.71085,34.33782,39.9125,35.38625,45.70087,43.20458,41.80063,49.53447,42.38821,40.75688,40.83312,35.48673,42.21952,34.18343,44.17392,35.7146,36.47387,36.49675,41.41747,48.41079,41.59784,40.93403,36.41959,45.98514,50.7783,44.60691,26.55769,30.98591,35.61287,34.71282,34.75379,32.17991,32.96814,37.22452,45.29413,45.16561,47.08564,47.54503,41.8582,28.74283,48.01048,38.91449,30.96851,34.81382,24.33862
